timestamp,Volume
1351728001,26.0
1351728001,13.0
1351728001,6.0
1351728001,13.0
1351728001,6.0
1351728001,42.0
1351728001,325.0
1351728001,1213.0
1351728001,1155.0
1351728001,752.0
1351728001,537.0
1351728001,525.0
1351728001,511.0
1351728001,501.0
1351728001,499.0
1351728001,499.0
1351728001,741.0
1351728001,857.0
1351728001,653.0
1351728001,470.0
1351728001,290.0
1351728001,178.0
1351728001,137.0
1351728001,65.0
1351814401,31.0
1351814401,8.0
1351814401,4.0
1351814401,7.0
1351814401,4.0
1351814401,31.0
1351814401,295.0
1351814401,1067.0
1351814401,1093.0
1351814401,751.0
1351814401,572.0
1351814401,489.0
1351814401,565.0
1351814401,579.0
1351814401,542.0
1351814401,597.0
1351814401,814.0
1351814401,768.0
1351814401,619.0
1351814401,417.0
1351814401,248.0
1351814401,204.0
1351814401,173.0
1351814401,110.0
1351900801,48.0
1351900801,33.0
1351900801,18.0
1351900801,11.0
1351900801,11.0
1351900801,26.0
1351900801,80.0
1351900801,186.0
1351900801,344.0
1351900801,591.0
1351900801,549.0
1351900801,509.0
1351900801,545.0
1351900801,475.0
1351900801,424.0
1351900801,453.0
1351900801,452.0
1351900801,420.0
1351900801,393.0
1351900801,301.0
1351900801,253.0
1351900801,206.0
1351900801,164.0
1351900801,143.0
1351987201,113.0
1351987201,54.0
1351987201,36.0
1351987201,28.0
1351987201,11.0
1351987201,31.0
1351987201,60.0
1351987201,100.0
1351987201,158.0
1351987201,347.0
1351987201,465.0
1351987201,542.0
1351987201,641.0
1351987201,653.0
1351987201,429.0
1351987201,567.5
1351987201,436.0
1351987201,351.0
1351987201,275.0
1351987201,235.0
1351987201,195.0
1351987201,129.0
1351987201,88.0
1351987201,53.0
1352073601,18.0
1352073601,3.0
1352073601,4.0
1352073601,1.0
1352073601,3.0
1352073601,48.0
1352073601,317.0
1352073601,1200.0
1352073601,1264.0
1352073601,956.0
1352073601,524.0
1352073601,460.0
1352073601,495.0
1352073601,467.0
1352073601,481.0
1352073601,493.0
1352073601,676.0
1352073601,842.0
1352073601,674.0
1352073601,339.0
1352073601,238.0
1352160001,486.0
1352160001,718.0
1352160001,849.0
1352160001,811.0
1352160001,483.0
1352160001,219.0
1352160001,179.0
1352160001,133.0
1352160001,56.0
1352246401,28.0
1352246401,8.0
1352246401,4.0
1352246401,4.0
1352246401,3.0
1352246401,50.0
1352246401,355.0
1352246401,1220.0
1352246401,1127.0
1352246401,1029.0
1352246401,527.0
1352246401,516.0
1352246401,507.0
1352246401,554.0
1352246401,493.0
1352246401,549.0
1352246401,680.0
1352246401,806.0
1352246401,666.0
1352246401,408.0
1352246401,233.0
1352246401,181.0
1352246401,146.0
1352246401,75.0
1352332801,27.0
1352332801,8.0
1352332801,7.0
1352332801,8.0
1352332801,12.0
1352332801,44.0
1352332801,320.0
1352332801,1219.0
1352332801,1146.0
1352332801,1040.0
1352332801,567.0
1352332801,469.0
1352332801,488.0
1352332801,539.0
1352332801,467.0
1352332801,544.0
1352332801,677.0
1352332801,800.0
1352332801,811.0
1352332801,435.0
1352332801,266.0
1352332801,195.0
1352332801,132.0
1352332801,80.0
1352419201,23.0
1352419201,10.0
1352419201,10.0
1352419201,3.0
1352419201,5.0
1352419201,51.0
1352419201,319.0
1352419201,1224.0
1352419201,1202.0
1352419201,856.0
1352419201,518.0
1352419201,563.0
1352419201,583.0
1352419201,552.0
1352419201,500.0
1352419201,615.0
1352419201,730.0
1352419201,832.0
1352419201,603.0
1352419201,446.0
1352419201,228.0
1352419201,170.0
1352419201,127.0
1352419201,92.0
1352505601,60.0
1352505601,33.0
1352505601,26.0
1352505601,14.0
1352505601,11.0
1352505601,30.0
1352505601,76.0
1352505601,160.0
1352505601,337.0
1352505601,470.0
1352505601,440.0
1352505601,536.0
1352505601,608.0
1352505601,490.0
1352505601,536.0
1352505601,492.0
1352505601,515.0
1352505601,413.0
1352505601,358.0
1352505601,320.0
1352505601,226.0
1352505601,168.0
1352505601,122.0
1352505601,103.0
1352592001,80.0
1352592001,10.0
1352592001,42.0
1352592001,34.0
1352592001,22.0
1352592001,19.0
1352592001,48.0
1352592001,74.0
1352592001,119.0
1352592001,256.0
1352592001,549.0
1352592001,463.0
1352592001,545.0
1352592001,484.0
1352592001,467.0
1352592001,441.0
1352592001,409.0
1352592001,361.0
1352592001,326.0
1352592001,295.0
1352592001,169.0
1352592001,160.0
1352592001,94.0
1352592001,57.0
1352678401,29.0
1352678401,8.0
1352678401,0.0
1352678401,2.0
1352678401,10.0
1352678401,59.0
1352678401,343.0
1352678401,1233.0
1352678401,1233.0
1352678401,1023.0
1352678401,498.0
1352678401,522.0
1352678401,510.0
1352678401,495.0
1352678401,435.0
1352678401,540.0
1352678401,643.0
1352678401,791.0
1352678401,649.0
1352678401,371.0
1352678401,245.0
1352678401,172.0
1352678401,93.0
1352678401,62.0
1352764801,17.0
1352764801,7.0
1352764801,5.0
1352764801,5.0
1352764801,1.0
1352764801,59.0
1352764801,356.0
1352764801,1205.0
1352764801,1247.0
1352764801,1034.0
1352764801,538.0
1352764801,457.0
1352764801,523.0
1352764801,489.0
1352764801,500.0
1352764801,548.0
1352764801,649.0
1352764801,854.0
1352764801,794.0
1352764801,420.0
1352764801,257.0
1352764801,162.0
1352764801,113.0
1352764801,64.0
1352851201,22.0
1352851201,8.0
1352851201,6.0
1352851201,6.0
1352851201,10.0
1352851201,52.0
1352851201,332.0
1352851201,1229.0
1352851201,1240.0
1352851201,1155.0
1352851201,549.0
1352851201,448.0
1352851201,596.0
1352851201,529.0
1352851201,490.0
1352851201,565.0
1352851201,716.0
1352851201,763.0
1352851201,681.0
1352851201,479.0
1352851201,262.0
1352851201,230.0
1352851201,146.0
1352851201,57.0
1352937601,18.0
1352937601,6.0
1352937601,6.0
1352937601,3.0
1352937601,5.0
1352937601,52.0
1352937601,330.0
1352937601,1204.0
1352937601,1119.0
1352937601,943.0
1352937601,562.0
1352937601,477.0
1352937601,554.0
1352937601,578.0
1352937601,631.0
1352937601,569.0
1352937601,722.0
1352937601,773.0
1352937601,776.0
1352937601,437.0
1352937601,298.0
1352937601,203.0
1352937601,137.0
1352937601,65.0
1353024001,26.0
1353024001,11.0
1353024001,10.0
1353024001,5.0
1353024001,10.0
1353024001,54.0
1353024001,307.0
1353024001,1193.0
1353024001,1215.0
1353024001,888.0
1353024001,533.0
1353024001,499.0
1353024001,598.0
1353024001,555.0
1353024001,518.0
1353024001,649.0
1353024001,838.0
1353024001,831.0
1353024001,633.0
1353024001,431.0
1353024001,238.0
1353024001,197.0
1353024001,124.0
1353024001,104.0
1353110401,61.0
1353110401,40.0
1353110401,26.0
1353110401,7.0
1353110401,13.0
1353110401,27.0
1353110401,89.0
1353110401,177.0
1353110401,313.0
1353110401,460.0
1353110401,466.0
1353110401,550.0
1353110401,578.0
1353110401,529.0
1353110401,564.0
1353110401,479.0
1353110401,479.0
1353110401,411.0
1353110401,396.0
1353110401,326.0
1353110401,217.0
1353110401,157.0
1353110401,143.0
1353110401,96.0
1353196801,75.0
1353196801,53.0
1353196801,41.0
1353196801,25.0
1353196801,17.0
1353196801,15.0
1353196801,46.0
1353196801,58.0
1353196801,109.0
1353196801,225.0
1353196801,549.0
1353196801,390.0
1353196801,496.0
1353196801,507.0
1353196801,544.0
1353196801,489.0
1353196801,442.0
1353196801,381.0
1353196801,365.0
