195,181.87
169,179.91
185,184.43
189,177.9
182,182.8
180,183.35
186,182.64
192,179.08
206,178.86
186,177.15
166,177.31
181,181.4
166,181.84
178,176.75
170,172.35
154,179.94
194,174.71
201,174.17
208,173.68
183,181.0
185,177.33
219,174.94
205,172.34
164,174.29
212,174.02
206,172.65
187,174.63
182,172.27
169,175.79
214,174.14
184,172.96
189,174.81
221,176.33
179,175.25
227,161.58
170,163.38
189,164.08
180,164.11
196,159.5
201,165.12
212,158.36
156,164.33
234,162.68
